-713, 432, 655
-713, 432, 655
-595, 321, 609
-547, 230, 584
-636, 213, 510
-738, 227, 467
-734, 189, 510
-616, 89, 526
-542, 24, 467
-542, 24, 467
-711, 39, 431
-803, 90, 298
-765, 72, 311
-559, 4, 394
-472, -99, 418
-472, -99, 418
-424, -136, 430
-535, -167, 349
-707, -148, 336
-806, -132, 228
-789, -143, 156
-743, -208, 140
-671, -262, 170
-694, -247, 172
-765, -230, 188
-785, -244, 76
-760, -275, 99
